ID,APCID,ProviderID,OutpatientServices,AverageSubmittedCharges,AverageTotalPayments,Year
3949,19,500005,216,570.1643519,281.5939815,2012
3950,19,500008,149,765.2708054,284.0454362,2012
3951,19,500016,27,441.4814815,327.0674074,2012
3952,19,500036,28,652.5339286,309.5932143,2012
3953,19,500041,103,468.0533981,309.4882524,2012
3954,19,500053,56,654.9260714,305.4932143,2012
3955,19,500064,23,2057.355652,289.7847826,2012
3956,19,500072,32,411.71875,337.8053125,2012
3957,19,500150,13,817.6792308,317.0423077,2012
3958,19,510001,41,1079.434634,266.842439,2012
3959,19,510008,12,2169.2825,296.8675,2012
3960,19,510022,14,1741.673571,237.4421429,2012
3961,19,510023,11,3414.984545,261.2027273,2012
3962,19,510029,21,705.3,270.4285714,2012
3963,19,510031,44,1054.001136,199.5572727,2012
3964,19,510047,28,818.9403571,277.1582143,2012
3965,19,510050,38,1754.347105,280.4557895,2012
3966,19,510055,11,1157.227273,286.7218182,2012
3967,19,510071,18,5149.721667,261.3438889,2012
3968,19,520002,142,385.9475352,268.8624648,2012
3969,19,520008,45,966.8686667,252.966,2012
3970,19,520019,27,483.1774074,299.0181481,2012
3971,19,520027,29,808.6468966,265.2258621,2012
3972,19,520028,211,353.8530806,298.0341232,2012
3973,19,520030,70,431.063,282.1402857,2012
3974,19,520033,22,335.1363636,283.4168182,2012
3975,19,520051,22,389.3636364,300.6222727,2012
3976,19,520066,38,298.21,239.5694737,2012
3977,19,520071,75,810.6465333,293.1778667,2012
3978,19,520078,37,1148.30027,307.6364865,2012
3979,19,520089,26,617.4542308,318.0869231,2012
3980,19,520096,111,317.5852252,246.1248649,2012
3981,19,520100,319,429.140815,278.7282132,2012
3982,19,520107,17,408.3823529,289.9435294,2012
3983,19,520116,18,1188.433333,273.4633333,2012
3984,19,520136,16,1854.59375,307.6625,2012
3985,19,520160,12,556.1875,208.0708333,2012
3986,19,520177,16,2177.35,307.6275,2012
3987,19,670034,375,841.6053333,270.5009067,2012
3988,20,10001,31,4225.45129,481.6825806,2012
3989,20,10005,47,2806.086383,516.892766,2012
3990,20,10006,60,3975.879833,482.1966667,2012
3991,20,10016,39,3308.587179,468.6628205,2012
3992,20,10023,65,1819.014615,516.4461538,2012
3993,20,10029,19,4565.775263,508.9352632,2012
3994,20,10033,26,10676.40731,515.8596154,2012
3995,20,10040,15,13578.21267,522.3973333,2012
3996,20,10046,23,15056.62261,522.3,2012
3997,20,10055,22,11249.01364,466.8595455,2012
3998,20,10056,15,4163.906,494.468,2012
3999,20,10065,60,1881.444,504.888,2012
4000,20,10078,34,2731.966176,482.5338235,2012
4001,20,10085,11,2801.54,524.4163636,2012
4002,20,10086,30,3542.135,484.4276667,2012
4003,20,10090,16,2890.215625,485.546875,2012
4004,20,10092,238,1234.775714,444.4003782,2012
4005,20,10099,26,1564.153846,484.4684615,2012
4006,20,10100,12,4039.801667,503.7666667,2012
4007,20,10103,23,8795.869565,505.1373913,2012
4008,20,10113,47,2395.84,462.5008511,2012
4009,20,10114,49,3325.244898,501.0330612,2012
4010,20,10118,12,5231.916667,504.3225,2012
4011,20,10131,16,11032.85,510.09375,2012
4012,20,10139,35,4094.322571,522.4411429,2012
4013,20,20024,13,2341.298462,721.5161538,2012
4014,20,30002,29,3575.755172,570.0389655,2012
4015,20,30006,18,3488.664444,534.4377778,2012
4016,20,30011,12,6896.958333,559.095,2012
4017,20,30013,13,3351.750769,558.9584615,2012
4018,20,30030,22,2919.813636,576.8631818,2012
4019,20,30036,12,3963.8375,567.88,2012
4020,20,30038,25,3295.25,590.542,2012
4021,20,30055,12,3705.333333,630.6925,2012
4022,20,30061,30,2453.646667,590.49,2012
4023,20,30064,61,2721.028689,545.4667213,2012
4024,20,30069,36,4341.908611,570.185,2012
4025,20,30085,15,3563.802,542.6913333,2012
4026,20,30087,17,7518.538824,590.5664706,2012
4027,20,30089,18,3711.433333,590.49,2012
4028,20,30101,37,2753.655946,630.7556757,2012
4029,20,30103,26,4405.408462,517.8946154,2012
4030,20,30105,13,17085.8,590.75,2012
4031,20,30111,14,2528.859286,559.2557143,2012
4032,20,30117,79,3867.426456,464.233038,2012
4033,20,40004,13,4957.8,515.8023077,2012
4034,20,40007,19,6102.079474,530.8636842,2012
4035,20,40010,18,1319.348333,549.7,2012
4036,20,40014,63,2101.984127,549.3812698,2012
4037,20,40015,13,2403.307692,488.1861538,2012
4038,20,40016,56,902.2126786,526.3242857,2012
4039,20,40017,12,2021.941667,579.2416667,2012
4040,20,40020,20,1876.3,537.3645,2012
4041,20,40022,11,3649.025455,509.8136364,2012
4042,20,40026,14,3645.698571,548.415,2012
4043,20,40027,19,4247.401053,564.0305263,2012
4044,20,40029,31,1842.603548,531.1493548,2012
4045,20,40036,27,1838.416667,527.7007407,2012
4046,20,40055,28,2332.005357,489.9417857,2012
4047,20,40067,16,1614.84375,525.355,2012
4048,20,40074,16,1544.73125,497.6275,2012
4049,20,40084,16,2136.25125,514.4775,2012
4050,20,40088,25,2192.258,548.9756,2012
4051,20,40114,18,6720.1,513.6611111,2012
4052,20,40119,16,2541.40375,562.745625,2012
4053,20,40134,12,1795.234167,508.9,2012
4054,20,50006,11,10593.55727,729.6090909,2012
4055,20,50007,13,10814.91923,775.5892308,2012
4056,20,50009,13,13424.16385,774.7192308,2012
4057,20,50025,13,3680.107692,646.9107692,2012
4058,20,50026,11,6556.809091,605.4027273,2012
4059,20,50028,36,1975.111111,629.0275,2012
4060,20,50038,21,3109.285714,822.192381,2012
4061,20,50039,60,1469.904167,609.1673333,2012
4062,20,50045,24,2428.60625,633.3870833,2012
4063,20,50047,16,12477.96688,767.7725,2012
4064,20,50056,18,4530.311111,651.9577778,2012
4065,20,50058,290,2290.352,640.1110345,2012
4066,20,50069,87,3409.878391,604.7409195,2012
4067,20,50077,11,13181.09091,646.7672727,2012
4068,20,50079,33,3351.782121,770.1609091,2012
4069,20,50093,107,1661.068037,608.2691589,2012
4070,20,50121,18,3984.886111,646.8766667,2012
4071,20,50124,65,2710.433538,606.8856923,2012
4072,20,50125,13,13240.12231,802.8669231,2012
4073,20,50126,130,2497.551923,484.0541538,2012
4074,20,50128,11,4192.636364,646.7154545,2012
4075,20,50129,12,4358.87,565.8825,2012
4076,20,50145,37,3210.972973,754.5813514,2012
4077,20,50150,21,3120.582857,677.9171429,2012
4078,20,50153,80,3441.0875,802.87375,2012
4079,20,50168,25,3181.5908,492.4472,2012
4080,20,50169,12,5391.295833,651.99,2012
4081,20,50174,13,9338.76,774.9284615,2012
4082,20,50180,88,4241.814545,704.5954545,2012
4083,20,50195,13,9328.154615,791.5576923,2012
4084,20,50204,15,2734.066667,651.8546667,2012
4085,20,50211,36,3088.308333,736.7866667,2012
4086,20,50224,41,3149.131707,606.8885366,2012
4087,20,50228,14,8064.864286,723.9371429,2012
4088,20,50230,32,2774.30375,648.0675,2012
4089,20,50231,22,16038.43409,652.1218182,2012
4090,20,50238,116,2530.89181,604.3811207,2012
4091,20,50239,30,3984.851333,651.874,2012
4092,20,50242,12,9543.75,822.175,2012
4093,20,50254,13,4917.769231,694.5961538,2012
4094,20,50262,135,2360.987852,617.1568148,2012
4095,20,50280,45,2677.106,744.4606667,2012
4096,20,50289,30,8615.727667,775.584,2012
4097,20,50300,27,4046.811111,634.892963,2012
4098,20,50301,25,5654.2404,562.7148,2012
4099,20,50309,11,1776.409091,694.3572727,2012
4100,20,50324,12,6533.235,592.8225,2012
4101,20,50329,18,4127.388889,646.9716667,2012
4102,20,50334,32,2696.73,766.8334375,2012
4103,20,50335,37,1422.121622,712.5921622,2012
4104,20,50342,26,4389.902692,646.7134615,2012
4105,20,50350,84,1710.765952,651.9209524,2012
4106,20,50357,20,2486.94,647.1405,2012
4107,20,50380,26,5398.086538,787.3673077,2012
4108,20,50382,20,3440.413,598.995,2012
4109,20,50390,11,9810.318182,599.7554545,2012
4110,20,50394,12,4002.8625,680.7,2012
4111,20,50441,87,3177.296552,752.1465517,2012
4112,20,50454,106,2720.935943,742.4429245,2012
4113,20,50485,23,2730.88913,629.34,2012
4114,20,50516,17,10870.11765,694.2235294,2012
4115,20,50573,79,4649.233797,638.6572152,2012
4116,20,50580,75,2985.988667,574.5454667,2012
4117,20,50599,90,4331.561111,694.4731111,2012
4118,20,50624,15,6037.011333,652.1253333,2012
4119,20,50625,35,13978.91086,652.048,2012
4120,20,50688,11,5235.898182,802.6881818,2012
4121,20,50696,49,11869.91408,652.0787755,2012
4122,20,50742,72,2753.741944,597.8105556,2012
4123,20,50770,15,5731.944,612.6166667,2012
4124,20,60010,75,2307.379067,461.3550667,2012
4125,20,60014,19,1033.024211,579.0673684,2012
4126,20,60020,17,2784.245294,571.87,2012
4127,20,60022,36,3343.093889,563.9266667,2012
4128,20,60024,58,1812.521552,574.1615517,2012
4129,20,60031,17,6062.224118,571.93,2012
4130,20,70001,16,4277.401875,659.97875,2012
4131,20,70002,30,3363.084,650.369,2012
4132,20,70005,16,9768.74625,663.323125,2012
4133,20,70006,182,2748.519725,667.6034066,2012
4134,20,70007,18,2609.885,650.3183333,2012
4135,20,70011,132,815.5227273,628.3123485,2012
4136,20,70016,28,2532.925,639.8635714,2012
4137,20,70017,111,1318.687027,644.3163964,2012
4138,20,70019,11,1570.914545,657.5772727,2012
4139,20,70022,42,5192.333571,651.6738095,2012
4140,20,70024,12,3446.273333,623.1725,2012
4141,20,70025,22,2300.716818,620.8145455,2012
4142,20,70028,21,2320.642857,646.4190476,2012
4143,20,70033,38,4232.973684,678.7905263,2012
4144,20,70034,16,3769.155625,678.7925,2012
4145,20,70035,49,1083.89898,630.3171429,2012
4146,20,70036,277,822.6784838,631.1903249,2012
4147,20,80001,43,1738.074186,598.067907,2012
4148,20,80004,13,2927.173077,601.0869231,2012
4149,20,80006,28,680.4735714,579.545,2012
4150,20,80007,16,2853.939375,598.4775,2012
4151,20,90004,19,4574.203158,582.2915789,2012
4152,20,90005,13,3578.256923,598.1669231,2012
4153,20,90006,15,3420.408667,598.0826667,2012
4154,20,90011,18,3853.302222,598.1238889,2012
4155,20,100002,17,6318.201176,584.8058824,2012
4156,20,100006,27,6384.074074,530.917037,2012
4157,20,100007,40,7640.7585,426.76675,2012
4158,20,100009,14,6408.385,548.9892857,2012
4159,20,100012,24,6640.90125,553.09,2012
4160,20,100017,17,4847.617647,547.1158824,2012
4161,20,100018,52,2620.136538,570.7130769,2012
4162,20,100022,25,3245.504,561.4008,2012
4163,20,100023,11,2416.790909,545.2854545,2012
4164,20,100025,48,1678.371042,510.6352083,2012
4165,20,100026,19,2818.088421,526.3889474,2012
4166,20,100034,30,3402.654667,523.985,2012
4167,20,100035,15,4983.666667,549.126,2012
4168,20,100040,17,4673.188235,538.5458824,2012
4169,20,100044,44,5808.229773,569.3168182,2012
4170,20,100049,21,11125.91524,528.2061905,2012
4171,20,100053,11,1686.605455,581.9754545,2012
4172,20,100055,19,3055.949474,545.1063158,2012
4173,20,100067,22,7994.315455,545.3727273,2012
4174,20,100068,32,3301.357188,507.844375,2012
4175,20,100069,37,3877.686216,501.012973,2012
4176,20,100070,25,7269.9504,549.062,2012
4177,20,100072,13,2825.949231,492.3553846,2012
4178,20,100073,33,2861.549091,567.0715152,2012
4179,20,100076,23,2437.052174,570.3495652,2012
4180,20,100080,51,3278.151569,464.3198039,2012
4181,20,100084,28,3204.751786,547.1128571,2012
4182,20,100086,18,3962.075,568.4661111,2012
4183,20,100087,48,3302.145625,537.6802083,2012
4184,20,100088,26,4757.582692,538.6692308,2012
4185,20,100093,13,4680.076923,489.4653846,2012
4186,20,100099,68,4833.370147,458.1969118,2012
4187,20,100109,16,1759.325,547.04,2012
4188,20,100110,18,2483.727222,547.0766667,2012
4189,20,100118,28,1074.353929,474.9489286,2012
4190,20,100122,12,16831.1975,479.3208333,2012
4191,20,100127,22,4341.248636,520.5027273,2012
4192,20,100128,24,9275.21,545.34,2012
4193,20,100135,20,4894.8135,532.5285,2012
4194,20,100151,19,3502.894211,515.9589474,2012
4195,20,100154,25,6272.7452,582.1572,2012
4196,20,100157,37,3542.837838,515.6967568,2012
4197,20,100161,34,2499.195882,547.2147059,2012
4198,20,100166,24,2497.493333,537.7054167,2012
4199,20,100168,27,4624.684815,584.7888889,2012
4200,20,100179,27,7272.925926,522.7588889,2012
4201,20,100204,18,5135.708333,563.0933333,2012
4202,20,100212,27,10540.92593,526.3933333,2012
4203,20,100226,62,2938.039194,538.8045161,2012
4204,20,100231,11,6544.863636,483.6927273,2012
4205,20,100242,13,2848.631538,526.5430769,2012
4206,20,100248,20,5229.3925,545.34,2012
4207,20,100254,27,1390.31963,443.8011111,2012
4208,20,100256,26,4968.090385,545.2753846,2012
4209,20,100258,22,7143.315909,584.76,2012
4210,20,100260,12,15792.57333,569.51,2012
4211,20,100275,15,3964.2,584.6386667,2012
4212,20,100276,11,2601.097273,584.7363636,2012
4213,20,100286,25,6585.6632,570.72,2012
4214,20,100287,15,7624.971333,584.8466667,2012
4215,20,100288,50,971.9032,584.8224,2012
4216,20,100290,19,5465.073684,547.1426316,2012
4217,20,100292,42,935.3480952,512.2095238,2012
4218,20,110001,12,2825.074167,527.7441667,2012
4219,20,110002,11,2892.545455,596.9845455,2012
4220,20,110007,26,4834.446538,505.7534615,2012
4221,20,110011,26,1836.108077,529.1480769,2012
4222,20,110016,16,2652.85625,557.59,2012
4223,20,110024,38,4235.157895,535.5189474,2012
4224,20,110028,22,3298.888182,543.8931818,2012
4225,20,110029,26,2805.153846,518.8046154,2012
4226,20,110034,50,2014.686,546.758,2012
4227,20,110035,32,5613.585938,547.489375,2012
4228,20,110064,16,2528.4925,528.7975,2012
4229,20,110074,14,7445.442143,525.0592857,2012
4230,20,110075,13,2748.372308,542.7384615,2012
4231,20,110076,23,3193.713478,561.6043478,2012
4232,20,110079,18,5802.755,561.5777778,2012
4233,20,110082,11,5433.295455,561.6181818,2012
4234,20,110083,21,4791.957143,561.6333333,2012
4235,20,110087,14,3820.467857,561.55,2012
4236,20,110091,26,3044.111923,561.7807692,2012
4237,20,110095,13,5104.895385,524.8776923,2012
4238,20,110107,32,2717.09625,556.5690625,2012
4239,20,110115,28,1424.85,561.5678571,2012
4240,20,110122,22,3531.455455,502.6531818,2012
4241,20,110129,36,1941.224722,545.77,2012
4242,20,110143,20,5891.0375,538.878,2012
4243,20,110164,20,2345.664,534.267,2012
4244,20,110165,32,4978.524688,552.975,2012
4245,20,110168,19,3342.025789,557.3578947,2012
4246,20,110191,15,6954.808,531.6306667,2012
4247,20,110205,15,1495.130667,463.2946667,2012
4248,20,110215,15,3566.033333,531.5373333,2012
4249,20,110226,27,4275.157037,561.6888889,2012
4250,20,130006,61,1555.940984,538.2063934,2012
4251,20,130007,21,1334.424286,538.4814286,2012
4252,20,130049,23,830.8204348,573.7930435,2012
4253,20,140002,20,2570.243,545.714,2012
4254,20,140008,20,6301.5325,570.5705,2012
4255,20,140010,210,1215.314952,580.5982381,2012
4256,20,140011,11,5400.279091,522.5390909,2012
4257,20,140012,24,1035.555,567.2220833,2012
4258,20,140015,21,3250.044286,579.62,2012
4259,20,140029,18,8046.125,594.4216667,2012
4260,20,140043,61,1067.065574,549.1191803,2012
4261,20,140048,20,5994.55,579.6205,2012
4262,20,140051,15,4475.960667,594.192,2012
4263,20,140053,27,5057.592593,533.6362963,2012
4264,20,140058,11,7205.223636,579.5581818,2012
4265,20,140062,52,3458.510577,559.2265385,2012
4266,20,140063,67,1814.375224,552.6904478,2012
4267,20,140065,20,2090.0565,594.2185,2012
4268,20,140067,129,1840.854496,462.448062,2012
4269,20,140080,14,5908.266429,594.3585714,2012
4270,20,140084,11,8785.605455,499.3009091,2012
4271,20,140088,67,2343.710448,576.5022388,2012
4272,20,140091,11,3363.795455,543.3745455,2012
4273,20,140114,20,2110.4455,594.298,2012
4274,20,140116,11,4737.864545,594.3654545,2012
4275,20,140117,13,4396.824615,571.3384615,2012
4276,20,140119,30,2973.546333,594.2803333,2012
4277,20,140120,12,6300.808333,540.0216667,2012
4278,20,140125,46,1928.372391,492.2267391,2012
4279,20,140135,64,3614.14,521.2310938,2012
4280,20,140143,17,1592.273529,522.5735294,2012
4281,20,140148,40,3794.58425,533.68025,2012
4282,20,140150,31,2174.581935,565.5464516,2012
4283,20,140155,12,4982.351667,592.0066667,2012
4284,20,140158,11,848.1818182,594.3654545,2012
4285,20,140164,23,3348.265652,522.51,2012
4286,20,140172,13,4187.556923,594.1430769,2012
4287,20,140179,15,5553.502667,594.2273333,2012
4288,20,140185,17,6115.956471,545.6405882,2012
4289,20,140186,25,2033.908,592.3108,2012
4290,20,140189,14,2431.039286,559.735,2012
4291,20,140191,25,5860.0984,594.2132,2012
4292,20,140200,34,2205.565294,585.5020588,2012
4293,20,140208,16,3815.88,575.765625,2012
4294,20,140209,21,2957.96381,527.1061905,2012
4295,20,140210,27,825.4707407,559.7466667,2012
4296,20,140223,20,3920.8085,531.702,2012
4297,20,140231,20,3455.1685,594.3245,2012
4298,20,140233,28,3444.946429,574.0021429,2012
4299,20,140242,11,3693.25,594.2690909,2012
4300,20,140250,14,5863.357143,594.2071429,2012
4301,20,140251,11,5615.5,594.3172727,2012
4302,20,140258,45,3013.355556,581.116,2012
4303,20,140276,59,2097.376271,581.1635593,2012
4304,20,140280,14,2812.414286,534.3892857,2012
4305,20,140281,19,7419.660526,594.1752632,2012
4306,20,140288,12,3391.166667,529.765,2012
4307,20,140289,15,3734.720667,545.682,2012
4308,20,140291,15,3503.133333,584.356,2012
4309,20,150002,14,3485.672857,592.2507143,2012
4310,20,150003,69,1330.26087,495.48,2012
4311,20,150004,38,1477.875263,573.0563158,2012
4312,20,150007,30,2032.914667,483.9053333,2012
4313,20,150009,13,2041.975385,536.5192308,2012
4314,20,150010,35,5120.826571,528.1782857,2012
4315,20,150012,43,2109.934651,506.8276744,2012
4316,20,150015,17,4379.091176,523.2447059,2012
4317,20,150023,29,5775.682759,559.5203448,2012
4318,20,150024,12,2955.980833,559.5766667,2012
4319,20,150026,34,1379.017353,514.3570588,2012
4320,20,150030,19,1672.105263,559.5594737,2012
4321,20,150034,22,4006.836364,590.6509091,2012
4322,20,150035,81,3555.248395,539.8045679,2012
4323,20,150042,26,3523.265385,518.3234615,2012
4324,20,150044,12,3412.5825,536.465,2012
4325,20,150046,40,8120.9985,549.9975,2012
4326,20,150047,14,12202.27929,551.9942857,2012
4327,20,150048,120,1143.30375,512.0653333,2012
4328,20,150051,14,2689.147143,559.705,2012
4329,20,150056,40,3916.04325,527.4325,2012
4330,20,150059,15,4409.6,559.5113333,2012
4331,20,150072,13,1633.391538,569.2438462,2012
4332,20,150074,16,1684.024375,542.03375,2012
4333,20,150084,26,4291.991538,505.7873077,2012
4334,20,150088,11,4875.536364,559.6063636,2012
4335,20,150089,19,3502.584211,528.4268421,2012
4336,20,150100,16,4848.21875,502.37125,2012
4337,20,150104,11,5310.795455,559.6063636,2012
4338,20,150112,11,3342.939091,567.3727273,2012
4339,20,150113,20,2461.45,559.5195,2012
4340,20,150115,18,1726.335,528.4694444,2012
4341,20,150125,11,4496.605455,591.6827273,2012
4342,20,150129,20,3489.4,559.5195,2012
4343,20,150160,11,6892.974545,518.8536364,2012
4344,20,150162,19,4974.208947,559.4563158,2012
4345,20,150173,12,5573.970833,557.2458333,2012
4346,20,160005,11,3913.259091,564.2063636,2012
4347,20,160030,18,3788.365556,552.7438889,2012
4348,20,160033,40,1499.219,520.43425,2012
4349,20,160045,12,5490.8975,533.9033333,2012
4350,20,160047,36,2263.52,553.9402778,2012
4351,20,160057,268,1536.790261,550.3955224,2012
4352,20,160058,100,1444.0326,552.4088,2012
4353,20,160067,106,962.9856604,483.4874528,2012
4354,20,160079,22,3596.006364,533.8890909,2012
4355,20,160082,11,4254.608182,565.4836364,2012
4356,20,160083,25,4685.5708,565.42,2012
4357,20,160104,12,2827.3875,526.1666667,2012
4358,20,160110,26,2702.442308,528.29,2012
4359,20,160117,21,2265.166667,501.7509524,2012
4360,20,160153,14,2157.447143,555.225,2012
4361,20,170012,19,2430.05,523.6668421,2012
4362,20,170013,22,1539.068182,547.0318182,2012
4363,20,170016,16,1945.673125,541.08,2012
4364,20,170023,14,1785.679286,507.6114286,2012
4365,20,170040,17,4251.578235,533.3976471,2012
4366,20,170049,19,2693.400526,515.5242105,2012
4367,20,170086,20,4505.0955,505.986,2012
4368,20,170104,16,3317.109375,507.16375,2012
4369,20,170123,15,3792.240667,529.3466667,2012
4370,20,180001,19,2268.847895,443.5163158,2012
4371,20,180002,18,3320.257778,507.86,2012
4372,20,180005,12,3911.273333,530.3541667,2012
4373,20,180009,19,4011.321579,513.7068421,2012
4374,20,180010,11,2862.237273,533.8063636,2012
4375,20,180013,16,3803.42,545.86,2012
4376,20,180017,14,3802.075714,509.465,2012
4377,20,180018,36,1275.787222,557.93,2012
4378,20,180021,11,1604.969091,432.6654545,2012
4379,20,180027,14,4409.542857,506.3671429,2012
4380,20,180029,14,3668.145,528.3292857,2012
4381,20,180035,56,2550.767321,524.5644643,2012
4382,20,180036,33,11668.87303,536.2778788,2012
4383,20,180038,37,2489.211622,542.3294595,2012
4384,20,180040,40,7108.64825,525.8015,2012
4385,20,180044,13,6852.533846,568.0215385,2012
4386,20,180050,14,3653.289286,506.3992857,2012
4387,20,180051,15,3157.629333,477.9606667,2012
4388,20,180056,18,4065.658889,528.9333333,2012
4389,20,180067,31,5978.060645,533.8229032,2012
4390,20,180070,11,2923.636364,510.3681818,2012
4391,20,180080,11,6001.396364,506.2736364,2012
4392,20,180088,83,2380.974819,526.7387952,2012
4393,20,180102,51,2992.967451,503.0615686,2012
4394,20,180104,15,6526.46,519.284,2012
4395,20,180130,60,2068.076667,536.4963333,2012
4396,20,180132,22,5501.818182,565.7618182,2012
4397,20,180141,13,5696.796154,536.5915385,2012
4398,20,180149,12,1575.295,485.3033333,2012
4399,20,190002,13,3317.153846,520.0476923,2012
4400,20,190004,11,4878.438182,506.8163636,2012
4401,20,190013,35,997.0777143,499.5831429,2012
4402,20,190015,12,6289.883333,539.8,2012
4403,20,190017,11,2835.752727,520.0509091,2012
4404,20,190027,17,3415.027059,482.8311765,2012
4405,20,190041,16,5031.424375,528.04875,2012
4406,20,190044,17,1463.127059,498.6705882,2012
4407,20,190060,11,4108.329091,506.9390909,2012
4408,20,190065,43,2957.002791,511.2851163,2012
4409,20,190098,14,1629.745714,528.0857143,2012
4410,20,190099,15,6809.292667,510.16,2012
4411,20,190102,23,4986.138261,520.18,2012
4412,20,190111,29,4096.025172,513.4872414,2012
4413,20,190116,11,2225.596364,508.8545455,2012
4414,20,190125,21,1921.595238,500.3419048,2012
4415,20,190146,49,2651.316327,539.8734694,2012
4416,20,190151,13,1002.192308,506.3223077,2012
4417,20,190176,19,3175.767368,525.6768421,2012
4418,20,190201,15,17668.24,479.9353333,2012
4419,20,190274,21,3827.789524,462.7085714,2012
4420,20,190298,21,6048.382381,515.3571429,2012
4421,20,200001,31,896.4516129,553.0564516,2012
4422,20,200008,23,933.9582609,540.7778261,2012
4423,20,200009,42,1399.135476,551.7545238,2012
4424,20,200018,49,777.2108163,516.4089796,2012
4425,20,200019,25,587.572,565.33,2012
4426,20,200020,12,2893.541667,586.4066667,2012
4427,20,200024,63,675.1555556,520.3098413,2012
4428,20,200033,44,2519.846591,571.4386364,2012
4429,20,200034,46,1542.750217,555.535,2012
4430,20,200039,62,1377.649194,555.5824194,2012
4431,20,200040,30,1023.268333,546.4596667,2012
4432,20,200063,47,957.916383,564.5640426,2012
4433,20,220011,26,1450.801154,714.3761538,2012
4434,20,220012,30,1942.037333,699.0553333,2012
4435,20,220017,71,2216.430423,669.6184507,2012
4436,20,220020,40,3231.74375,699.1265,2012
4437,20,220024,42,929.4392857,682.4419048,2012
4438,20,220029,15,1448.983333,652.5546667,2012
4439,20,220031,99,1372.593636,681.4487879,2012
4440,20,220033,52,2072.400385,611.6876923,2012
4441,20,220035,16,3216.63625,699.1875,2012
4442,20,220036,24,2410.131667,684.5925,2012
4443,20,220046,66,1974.394545,676.9462121,2012
4444,20,220060,11,4266.006364,699.1181818,2012
4445,20,220063,26,2017.936923,714.3034615,2012
4446,20,220066,143,695.6451748,618.3583916,2012
4447,20,220067,47,978.823617,676.7478723,2012
4448,20,220070,41,2532.731951,679.3519512,2012
4449,20,220071,48,4099.845625,691.775625,2012
4450,20,220073,34,1025.554118,657.8432353,2012
4451,20,220074,64,2379.160938,690.3695313,2012
4452,20,220077,29,1582.756897,699.1506897,2012
4453,20,220080,21,2405.334762,699.0204762,2012
4454,20,220084,15,3563.202,714.066,2012
4455,20,220086,165,865.6995152,685.4712727,2012
4456,20,220095,35,1200.939143,649.1865714,2012
4457,20,220100,103,1425.480097,699.0261165,2012
4458,20,220105,17,1328.151765,630.2817647,2012
4459,20,220110,151,2208.580861,693.0881457,2012
4460,20,220116,86,1567.431395,666.5319767,2012
4461,20,220135,100,2058.275,678.1126,2012
4462,20,220163,88,1519.586705,671.2825,2012
4463,20,220171,248,1387.637903,692.7202016,2012
4464,20,220175,74,1527.223649,641.9266216,2012
4465,20,230019,32,2167.968438,552.8646875,2012
4466,20,230020,18,6144.936111,568.5866667,2012
4467,20,230021,30,2536.299,561.4566667,2012
4468,20,230024,31,4746.966129,549.28,2012
4469,20,230029,13,4649.110769,583.3230769,2012
4470,20,230030,26,2107.396538,534.3419231,2012
4471,20,230038,14,3253.34,555.8071429,2012
4472,20,230041,24,2661.30125,532.96375,2012
4473,20,230046,107,1735.814766,568.5019626,2012
4474,20,230047,11,3776.812727,566.0681818,2012
4475,20,230053,59,784.7567797,531.83,2012
4476,20,230054,41,1416.612927,579.4590244,2012
4477,20,230066,13,4353.478462,575.8315385,2012
4478,20,230070,40,1957.1335,493.20525,2012
4479,20,230077,23,3638.851304,540.5373913,2012
4480,20,230092,27,4669.862963,550.8366667,2012
4481,20,230095,22,1599.115,485.3845455,2012
4482,20,230097,22,3218.182727,586.9436364,2012
4483,20,230104,18,6315.451111,568.985,2012
4484,20,230108,21,658.1914286,542.1280952,2012
4485,20,230117,15,2989.693333,574.208,2012
4486,20,230130,86,2600.558488,568.8451163,2012
4487,20,230141,92,2008.231304,604.1545652,2012
4488,20,230146,16,2603.424375,568.18875,2012
4489,20,230151,33,3497.204545,580.3542424,2012
4490,20,230156,41,4299.388537,579.2960976,2012
4491,20,230165,97,1634.216701,550.6569072,2012
4492,20,230176,20,2987.831,442.38,2012
4493,20,230193,11,3044.860909,565.4590909,2012
4494,20,230195,20,3933.679,551.981,2012
4495,20,230197,87,2314.316437,610.6358621,2012
4496,20,230207,11,1661.818182,555.0590909,2012
4497,20,230216,17,2111.026471,565.3735294,2012
4498,20,230222,15,2987.211333,561.9766667,2012
4499,20,230227,17,3696.352941,566.1029412,2012
4500,20,230230,20,3716.121,568.283,2012
4501,20,230236,12,1729.136667,517.1566667,2012
4502,20,230241,12,1134.27,565.4666667,2012
4503,20,230269,19,1767.600526,577.2563158,2012
4504,20,240004,11,2185.926364,609.6227273,2012
4505,20,240010,25,3099.018,558.6216,2012
4506,20,240030,37,1062.355135,557.5737838,2012
4507,20,240036,15,3328.596,620.666,2012
4508,20,240043,89,784.6179775,528.5497753,2012
4509,20,240044,16,619.295,616.59125,2012
4510,20,240052,23,1161.447391,589.3291304,2012
4511,20,240053,18,3167.933333,609.59,2012
4512,20,240056,22,839.2568182,518.1313636,2012
4513,20,240057,22,3166.755455,609.5736364,2012
4514,20,240061,25,2912.8524,596.7696,2012
4515,20,240075,26,1093.836538,636.7784615,2012
4516,20,240078,41,2083.290244,594.607561,2012
4517,20,240080,44,1762.58,581.8318182,2012
4518,20,240101,48,727.9010417,582.4695833,2012
4519,20,240117,60,904.0285,552.4943333,2012
